Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
HCLTECH,20190314,20190313,20190312,-101630,-101630,-102735,-102735,1.233,-0.316,1.4,0.136,0.092,-0.754,0.092,-0.576,0.488,-0.175,0.097,-0.471,0.019,-0.645,0.65,0.044,0.382,0.015,0.256,-0.121,0.295,-0.049,0.024,-0.511,0.262,-0.508,-0.005,-102735,-102735,1.075,100.708,2.485,0.957,1.075,0.883,1.389,-0.435,0.593,0.01,0.211,-0.282,0.044,-0.218,0.099,-0.218,0.094,-0.517,0.301,-0.084,0.394,-0.099,0.005,-0.129,0.01,-0.054,0.099,-0.049,0.384,-0.561,0.074,-0.614,0.01,-0.39,-0.39,-102735,-102735,-102735,-102735,0,0,0,0,0,0,0,0,0,0,0,1
HDFC,20190313,20190312,20190311,1.355,0.668,0.395,-0.299,0.269,-0.328,0.165,-0.197,0.249,0.016,0.267,-0.013,0.026,-0.21,0.05,-0.241,0.089,-0.305,0.152,-0.113,0.298,-0.129,0.133,-0.458,0.303,-0.113,0.826,-0.042,0.439,-0.289,1.187,0.395,-0.299,0.964,-0.267,1.49,0.9,0.964,0.503,0.269,-0.212,0.632,0.045,0.426,0.026,0.037,-0.479,0.084,-0.045,0.145,-0.029,-0.021,-0.278,0.108,-0.05,0.034,-0.207,0.174,-0.016,0.353,-0.013,0.205,-0.203,0.404,-0.355,-0.559,-0.452,-0.73,1.751,-0.343,1.751,-0.343,0.132,-0.564,1.492,-0.608,1.492,-0.608,1.929,-0.161,1.929,-0.161,1,0
HDFC,20190314,20190313,20190312,-193410,-193410,-194965,-194965,0.132,-0.564,0.491,0.104,0.026,-0.207,0.026,-0.486,1.089,0.005,0.835,-0.028,0.163,-0.281,0.076,-0.171,0.015,-0.325,0.258,-0.033,0.079,-0.336,0.087,-0.401,0.177,-0.208,1.238,-194965,-194965,0.797,100.625,1.355,0.668,0.797,0.964,0.269,-0.328,0.165,-0.197,0.249,0.016,0.267,-0.013,0.026,-0.21,0.05,-0.241,0.089,-0.305,0.152,-0.113,0.298,-0.129,0.133,-0.458,0.303,-0.113,0.826,-0.042,0.439,-0.289,-1.201,-0.264,-0.264,-194965,-194965,-194965,-194965,0,0,0,0,0,0,0,0,0,0,0,1
HDFCBANK,20190313,20190312,20190311,1.816,1.156,0.718,0.051,0.191,-0.105,0.056,-0.402,0.331,-0.089,0.314,-0.047,-0.016,-0.137,0.098,-0.047,0.119,-0.205,0.088,-0.093,0.301,-0.051,0.028,-0.333,0.193,-0.07,0.811,0.028,0.331,-0.092,1.161,0.718,0.051,1.105,-0.533,0.927,0.634,1.105,-0.127,0.507,-0.007,0.105,-0.105,0.289,-0.094,0.04,-0.239,0.199,0,0.061,-0.192,0.103,-0.096,0.037,-0.395,0.2,-0.132,0.199,-0.118,0.148,-0.132,0.075,-0.16,-0.016,-0.468,0.482,-0.872,-0.917,2.646,0.051,2.792,0.051,0.332,-0.338,2.267,-0.338,2.413,-0.338,2.018,0.046,2.165,0.046,1,0
HDFCBANK,20190314,20190313,20190312,-217845,-217845,-222555,-222555,0.332,-0.338,0.907,0.046,0.02,-0.253,0.005,-0.155,0.879,0.005,0.494,0.045,-0.029,-0.212,0.379,-0.002,0.173,-0.047,0.329,-0.04,0.06,-0.495,0.316,-0.18,0.389,-0.225,1.866,-222555,-222555,2.223,102.115,1.816,1.156,2.115,1.105,0.191,-0.105,0.056,-0.402,0.331,-0.089,0.314,-0.047,-0.016,-0.137,0.098,-0.047,0.119,-0.205,0.088,-0.093,0.301,-0.051,0.028,-0.333,0.193,-0.07,0.811,0.028,0.331,-0.092,-1.174,-0.389,-0.528,-222555,-222555,-222555,-222555,0,0,0,0,0,0,0,0,0,0,0,1
HDIL,20190313,20190312,20190311,4.373,2.14,2.662,0.389,1.949,-0.399,3.612,-0.198,0,-1.354,0.192,-1.17,0.193,-0.781,0.581,-0.195,0.194,-0.587,0.194,-0.391,0,-0.783,0.195,-0.391,0.195,-0.787,0.584,0,0.58,-0.982,0.977,2.662,0.389,1.758,-1.193,3.899,1.597,1.758,0.805,1.793,-0.203,1.19,0,0.2,-0.604,1.961,-0.402,0,-1.406,0.2,-0.402,0.598,-0.201,0,-0.602,0.4,0.2,0.2,-0.402,0.2,-0.402,0.2,-0.402,0.2,-0.808,0.201,-1.004,-1.207,3.03,0.389,3.03,0,1.901,-0.389,2.273,-0.389,2.273,-0.781,0.568,-1.942,0.568,-2.539,1,0
HEROMOTOCO,20190313,20190312,20190311,-0.957,-1.892,0.284,-0.64,0.211,-1.51,0.602,-0.411,-0.02,-0.637,0.176,-0.383,0.178,-0.319,0.33,0.045,0.214,-0.07,0.319,-0.073,0.173,-0.207,0.507,-0.029,0.032,-0.16,0.212,-0.281,0.142,-0.5,-0.02,0.284,-0.64,-1.244,-0.255,3.418,1.753,-1.244,2.229,2.619,-0.073,0.032,-1.332,0.362,-0.127,0.034,-0.401,0.434,0.032,0.199,-0.22,0.445,0,0.368,-0.107,0.179,-0.034,0.039,-0.764,0.273,-0.212,0.129,-0.158,0.128,-0.428,0.121,-1.018,-1.207,0.691,-0.64,0.691,-0.64,0.225,-0.699,0.633,-0.699,0.633,-0.699,0.514,-0.321,0.514,-0.532,0,0
HEROMOTOCO,20190314,20190313,20190312,-280910,-280910,-280265,-280265,0.225,-0.699,0.514,-0.123,0.166,-0.519,0.371,-0.091,0.32,-0.142,0.075,-0.103,0.004,-0.174,0.103,-0.06,0.043,-0.196,0.131,-0.527,0.187,-0.096,0.285,-0.07,0.18,-0.365,-0.35,-280265,-280265,-0.23,99.735,-0.957,-1.892,-0.23,-1.244,0.211,-1.51,0.602,-0.411,-0.02,-0.637,0.176,-0.383,0.178,-0.319,0.33,0.045,0.214,-0.07,0.319,-0.073,0.173,-0.207,0.507,-0.029,0.032,-0.16,0.212,-0.281,0.142,-0.5,0.02,-0.059,-0.259,-280265,-280265,-280265,-280265,0,0,0,0,0,0,0,0,0,0,0,1
HINDALCO,20190313,20190312,20190311,1.12,-0.148,0.925,-0.345,0.806,-0.247,0.753,-0.098,0.146,-0.195,0.292,-0.147,0.243,-0.049,0.677,-0.146,0.195,-0.637,0.024,-0.418,-0.025,-0.27,0.707,0.049,0.122,-0.221,0.608,-0.098,-0.024,-1.707,-0.467,0.925,-0.345,0.246,-0.296,3.665,2.642,0.197,1.94,0.53,-0.535,0.151,-0.355,0.878,0.076,0.1,-0.581,0.075,-0.328,0.351,-0.076,0.1,-0.201,0.275,-0.05,0.449,-0.025,0.2,-0.301,0.473,-0.05,-0.025,-0.325,0.891,-0.025,-1.566,-0.52,-0.97,0.925,-1.345,0.925,-1.345,0.633,-0.641,0.633,-1.644,0.633,-1.644,0.463,-1.744,0.463,-1.744,0,1
HINDALCO,20190314,20190313,20190312,-20300,-20300,-20130,-20130,0.633,-0.641,0.463,-0.344,-0.074,-1.392,0.544,-0.274,0.025,-0.498,0.421,-0.075,0.099,-0.224,0.223,-0.174,0.148,-0.199,0.664,-0.025,0.074,-0.445,0.148,-0.173,0.197,-0.446,-0.939,-20130,-20130,-0.84,98.529,1.12,-0.148,-0.84,0.197,0.806,-0.247,0.753,-0.098,0.146,-0.195,0.292,-0.147,0.243,-0.049,0.677,-0.146,0.195,-0.637,0.024,-0.418,-0.025,-0.27,0.707,0.049,0.122,-0.221,0.608,-0.098,-0.024,-1.707,0.465,-0.246,-0.295,-20130,-20130,-20130,-20130,0,0,0,0,0,0,0,0,0,0,0,1
HINDPETRO,20190313,20190312,20190311,-1.296,-3.789,0.172,-2.285,0.84,-0.435,0.67,-1.194,1.596,-0.431,0.13,-0.993,0,-1.249,-0.056,-1.276,0.341,-0.363,0.19,-0.478,0.076,-0.594,0.571,-0.211,0.832,-0.248,-0.038,-0.667,0.057,-1.074,-1.929,0.172,-2.285,-1.47,-0.376,6.494,5.292,-1.47,4.879,2.243,-0.12,1.884,-0.02,0.786,-0.291,0.914,0.019,1.615,-0.134,0.693,-0.246,0.563,-0.095,0.151,-0.78,0.245,-0.208,0.113,-0.513,0.152,-0.438,0.398,-0.555,0.87,-0.115,-3.213,-0.854,-0.873,2.039,-2.285,2.64,-2.285,0.114,-2.344,1.983,-2.344,2.584,-2.344,3.236,-0.956,3.83,-0.956,0,1
HINDPETRO,20190314,20190313,20190312,-26100,-26100,-26685,-26685,0.114,-2.344,0.672,-0.564,0.348,-0.546,1.298,-0.427,-0.019,-0.771,0.345,-0.173,2.432,-0.231,0.413,-0.264,0.413,-0.076,0.506,-0.075,0.094,-0.34,1.376,-0.057,0.52,-0.375,3.435,-26685,-26685,2.239,101.851,-1.296,-3.789,2.184,-1.47,0.84,-0.435,0.67,-1.194,1.596,-0.431,0.13,-0.993,0,-1.249,-0.056,-1.276,0.341,-0.363,0.19,-0.478,0.076,-0.594,0.571,-0.211,0.832,-0.248,-0.038,-0.667,0.057,-1.074,1.892,-0.057,-0.383,-26685,-26685,-26685,-26685,0,0,0,0,0,0,0,0,0,0,0,1
HINDUNILVR,20190313,20190312,20190311,1.772,1.284,0.863,0.37,0.642,-0.006,0.461,0.052,0.049,-0.219,0.178,-0.084,-0.014,-0.271,0.247,-0.023,0.006,-0.11,0.058,-0.023,0,-0.112,0,-0.26,-0.115,-0.231,0.259,-0.009,-0.037,-0.381,0.392,0.863,0.37,0.985,-0.515,1.445,0.803,0.917,0.58,0.641,-0.117,0.7,-0.009,0.466,0.003,0.145,-0.166,0.012,-0.105,0,-0.169,0.029,-0.087,0.029,-0.116,0.032,-0.336,0.215,-0.181,-0.026,-0.213,0,-0.058,0.175,-0.117,-0.263,-0.111,-0.23,1.179,0.37,1.179,0.362,0.357,-0.138,0.675,-0.138,0.675,-0.146,0.501,-0.218,0.501,-0.322,1,0
HINDUNILVR,20190314,20190313,20190312,-174265,-174265,-174660,-174660,0.357,-0.138,0.501,-0.097,0.014,-0.559,0.026,-0.267,0.083,-0.08,0.186,-0.072,0.18,-0.086,0.097,-0.032,0.126,-0.023,0.094,-0.169,0.003,-0.279,0.18,-0.006,0.229,-0.057,0.051,-174660,-174660,0.277,100.169,1.772,1.284,0.226,0.917,0.642,-0.006,0.461,0.052,0.049,-0.219,0.178,-0.084,-0.014,-0.271,0.247,-0.023,0.006,-0.11,0.058,-0.023,0,-0.112,0,-0.26,-0.115,-0.231,0.259,-0.009,-0.037,-0.381,-0.394,-0.441,-0.51,-174660,-174660,-174660,-174660,0,0,0,0,0,0,0,0,0,0,0,1
IBREALEST,20190313,20190312,20190311,7.101,3.681,3.787,0.245,0.946,-0.641,6.113,-0.253,2.225,-0.967,0.651,-0.841,0.537,-0.603,0,-0.665,0.481,-0.791,0.964,0,-0.06,-0.486,0.182,-0.365,0.844,0,0,-1.104,-0.061,-1.734,2.706,3.787,0.245,3.444,-0.701,3.028,1.474,3.444,1.094,0.518,-0.458,1.032,-0.13,1.981,-0.393,0.447,-0.257,0.384,-0.064,1.017,0,-0.127,-1.029,0.192,-0.129,0.192,-0.581,0,-0.581,0.193,-0.323,1.145,0,0.256,-0.908,-1.238,-0.641,-1.03,3.787,0.245,3.787,0.245,3.55,0,3.55,0,3.55,0,0,-2.061,0,-2.061,0,0
IBREALEST,20190314,20190313,20190312,-8050,-8050,-8190,-8190,3.55,0,0,-1.446,0.12,-0.848,0.3,-0.363,0.48,-0.302,0.3,-0.302,0.181,-0.364,0.241,-0.364,0.06,-0.181,1.132,-0.181,0.419,-0.241,-0.12,-0.726,0.12,-0.363,-1.568,-8190,-8190,1.807,100.491,7.101,3.681,1.689,3.444,0.946,-0.641,6.113,-0.253,2.225,-0.967,0.651,-0.841,0.537,-0.603,0,-0.665,0.481,-0.791,0.964,0,-0.06,-0.486,0.182,-0.365,0.844,0,0,-1.104,-0.061,-1.734,-2.781,-0.246,-0.679,-8190,-8190,-8190,-8190,0,0,0,0,0,0,0,0,0,0,0,1
IBULHSGFIN,20190313,20190312,20190311,-0.866,-2.146,0.298,-0.968,0.634,-0.441,0.336,-0.553,-0.014,-0.746,0.172,-0.242,0.2,-0.256,-0.021,-0.694,0.428,-0.055,0.535,-0.035,0.433,-0.249,0.027,-0.428,0.303,-0.028,0.09,-0.069,0,-1.426,-1.049,0.298,-0.968,-1.167,-0.021,3.357,2.31,-1.167,1.481,1.303,-0.397,0.35,-0.466,0.797,-0.12,0.945,0.042,0.112,-0.301,0.598,0,-0.028,-0.871,0.314,-0.133,0.39,-0.042,0.638,-0.133,0.458,-0.147,0.056,-0.378,0.693,0,-1.047,-1.118,-1.294,0.298,-3.064,0.298,-3.064,0.672,-0.589,0.672,-2.677,0.672,-2.677,0.388,-2.835,0.388,-2.835,0,1
IBULHSGFIN,20190314,20190313,20190312,-71615,-71615,-70085,-70085,0.672,-0.589,0.388,-0.736,0.056,-1.715,0.262,-0.621,0.184,-0.456,0.1,-0.551,0.552,-0.243,0.439,0,0.648,-0.121,0.063,-0.447,0.247,-0.555,0.043,-0.529,0.418,-0.271,-2.337,-70085,-70085,-2.013,97.727,-0.866,-2.146,-2.18,-1.167,0.634,-0.441,0.336,-0.553,-0.014,-0.746,0.172,-0.242,0.2,-0.256,-0.021,-0.694,0.428,-0.055,0.535,-0.035,0.433,-0.249,0.027,-0.428,0.303,-0.028,0.09,-0.069,0,-1.426,1.038,0.375,-0.021,-70085,-70085,-70085,-70085,0,0,0,0,0,0,0,0,0,0,0,1
ICICIBANK,20190313,20190312,20190311,2.578,1.652,-0.064,-1.015,0.801,-0.159,1.719,0.079,0.219,-0.168,0.284,0.039,0.206,-0.129,0.206,-0.272,0.039,-0.363,0.374,0,0.052,-0.35,0.039,-0.246,0.284,-0.156,0.411,-0.039,0.206,-0.245,2.074,-0.064,-1.015,2.766,0.198,2.493,1.55,2.64,1.157,0.535,-0.405,0.52,-0.054,0.572,0.12,0.252,0.013,0.04,-0.147,0.066,-0.067,0.173,-0.093,0.146,-0.093,0.318,-0.08,0.357,-0.199,0.106,-0.44,0.292,-0.067,0.093,-0.373,-0.67,-0.559,-0.679,0.551,-1.015,1.284,-1.015,0.129,-0.82,0.743,-0.82,1.475,-0.82,1.038,-0.416,1.767,-0.416,1,0
ICICIBANK,20190314,20190313,20190312,-38645,-38645,-39090,-39090,0.129,-0.82,0.617,-0.143,0.052,-0.493,0.426,-0.091,0,-0.221,0.13,-0.169,0.168,-0.273,0.297,-0.156,0.155,-0.26,1.78,0.052,0.204,-0.371,0.28,-0.308,0.484,-0.128,1.429,-39090,-39090,1.135,100.697,2.578,1.652,1.135,2.64,0.801,-0.159,1.719,0.079,0.219,-0.168,0.284,0.039,0.206,-0.129,0.206,-0.272,0.039,-0.363,0.374,0,0.052,-0.35,0.039,-0.246,0.284,-0.156,0.411,-0.039,0.206,-0.245,-2.118,0.322,0.193,-39090,-39090,-39090,-39090,0,0,0,0,0,0,0,0,0,0,0,1
IDBI,20190313,20190312,20190311,-2.346,-4.447,0,-2.052,0,-0.992,0.109,-0.881,0.219,-0.22,0,-0.33,0.22,-0.889,0.111,-0.894,0.222,-0.787,0.223,-0.224,0.445,0,0.111,-0.336,0.111,-0.223,0,-0.335,0.334,-0.336,-2.346,0,-2.052,-2.346,-0.109,3.057,2.095,-2.346,1.003,2.31,-0.452,0.773,-0.223,0.111,-0.333,0.221,-0.222,0.552,0.111,0.111,-0.222,0,-0.333,0,-0.222,0.221,-0.111,0.111,-0.222,0.111,-0.67,0.333,-0.335,0,-0.783,0.222,-2.118,-2.118,0,-3.23,0,-4.07,0.112,-1.938,0.112,-3.114,0.112,-3.953,0.788,-1.615,0.788,-2.442,0,1
IDBI,20190314,20190313,20190312,-4370,-4370,-4210,-4210,0.112,-1.938,0.788,-0.571,0.228,-1.153,0.684,0,0.114,-0.575,0.343,-0.115,0.229,-0.115,0.229,-0.115,0,-0.691,0.344,-0.812,0.115,-1.395,0.231,-0.349,0.462,-0.233,-2.204,-4210,-4210,-3.712,94.183,-2.346,-4.447,-3.712,-2.346,0,-0.992,0.109,-0.881,0.219,-0.22,0,-0.33,0.22,-0.889,0.111,-0.894,0.222,-0.787,0.223,-0.224,0.445,0,0.111,-0.336,0.111,-0.223,0,-0.335,0.334,-0.336,2.293,0.112,-0.112,-4210,-4210,-4210,-4210,0,0,0,0,0,0,0,0,0,0,0,1
IDEA,20190313,20190312,20190311,0.145,-1.618,1.156,-0.588,0.576,-1.618,0.291,-0.735,1.156,0,0,-1.173,0.581,-0.587,0.292,-1.187,1.026,-0.297,1.019,0,0.87,-0.293,-0.146,-0.734,0.146,-0.147,0.728,0,1.156,-0.588,-0.146,1.156,-0.588,-0.582,-0.724,5.755,3.676,-1.023,4.24,1.355,-0.46,0.301,-0.455,3.221,0.151,0.442,-0.446,0.589,0,0.441,-0.148,0.147,-0.594,1.029,0.296,0.877,0.147,0.147,-0.592,0.441,-0.444,0.729,-0.147,1.729,-0.442,-3.323,-0.145,-1.023,3.116,-0.588,3.116,-2.242,0.434,-1.324,2.408,-1.324,2.408,-2.99,2.691,-0.733,2.691,-2.691,1,1
IDEA,20190314,20190313,20190312,-3345,-3345,-3295,-3295,0.434,-1.324,0.29,-0.439,0.145,-0.88,2.279,-0.292,-0.287,-1.302,0.43,-0.289,0.714,0,1.133,-0.143,0.285,-0.575,0.286,-0.867,0.288,-3.587,1.171,0,0.146,-0.888,-1.178,-3295,-3295,-1.473,95.356,0.145,-1.618,-1.473,-1.023,0.576,-1.618,0.291,-0.735,1.156,0,0,-1.173,0.581,-0.587,0.292,-1.187,1.026,-0.297,1.019,0,0.87,-0.293,-0.146,-0.734,0.146,-0.147,0.728,0,1.156,-0.588,0.146,-0.291,-0.731,-3295,-3295,-3295,-3295,0,0,0,0,0,0,0,0,0,0,0,1
IDFC,20190313,20190312,20190311,1.425,0.36,0.119,-0.96,2.123,0,-0.119,-1.199,0,-0.842,0.477,-0.361,0.239,-0.12,0.476,-0.481,0.834,-0.362,0.119,-0.24,0.119,-0.481,0.477,0,0.595,0,0.474,0.119,0.473,-0.598,-0.357,0.119,-0.96,1.308,0.241,6.604,4.578,1.308,4.232,1.247,-0.38,0.743,-0.125,2.182,-0.248,1.794,-0.122,0.478,0,0.24,-0.241,0.716,0,0.12,-0.241,0.359,0,0.12,-0.969,0.601,0,0.24,-0.484,0.72,-0.242,-3.117,0.24,-0.363,1.059,-1.325,1.059,-2.812,0.356,-0.72,1.294,-1.084,1.294,-2.567,1.294,-1.084,1.294,-2.567,1,1
INDUSINDBK,20190313,20190312,20190311,3.491,2.672,0.768,-0.073,0.075,-0.793,0.21,-0.599,0.654,-0.135,0.095,-0.355,0.326,-0.072,0.691,0.01,0.575,0.016,0.662,-0.169,0.541,-0.193,1.062,-0.106,0.576,-0.313,0.508,-0.035,0.063,-1.63,3.139,0.768,-0.073,2.744,-0.708,0.403,-0.462,2.744,-0.423,0.23,-0.609,0.185,-0.438,0.112,-0.093,-0.003,-0.458,0.198,-0.03,0.069,-0.329,-0.007,-0.306,0.056,-0.26,0.173,-0.073,0.232,-0.13,0.226,-0.047,0.594,-0.12,0.603,-0.411,-0.026,-0.454,-0.753,3.843,-0.073,4.326,-0.073,0.424,-0.421,3.509,-0.421,3.994,-0.421,3.502,0.032,3.988,0.032,1,0
INDUSINDBK,20190314,20190313,20190312,-157350,-157350,-163535,-163535,0.424,-0.421,2.259,0.032,-0.125,-1.284,0.686,-0.119,0.412,0.116,0.439,-0.031,0.069,-0.36,1.263,-0.003,0.356,-0.288,0.964,0.065,0.122,-0.738,0.116,-0.252,0.341,-0.07,3.774,-163535,-163535,3.812,103.865,3.491,2.672,3.78,2.744,0.075,-0.793,0.21,-0.599,0.654,-0.135,0.095,-0.355,0.326,-0.072,0.691,0.01,0.575,0.016,0.662,-0.169,0.541,-0.193,1.062,-0.106,0.576,-0.313,0.508,-0.035,0.063,-1.63,-3.241,-0.347,-0.691,-163535,-163535,-163535,-163535,0,0,0,0,0,0,0,0,0,0,0,1
INFRATEL,20190313,20190312,20190311,0.452,-0.804,1.449,0.205,0.078,-3.414,0.51,-0.338,0.634,-0.112,0.866,-0.079,1.937,-0.78,0.727,0.095,0.66,-0.111,1.029,-0.063,0.827,-0.237,0.172,-0.362,0.156,-0.251,0.078,-0.853,0.173,-1.002,1.359,1.449,0.205,-1.012,-1.267,3.987,0.631,-1.012,3.957,2.524,-0.36,0.631,-0.447,0.364,-0.048,0.016,-0.445,0.269,-0.079,0.205,-0.286,0.348,-0.032,0.032,-0.285,0.41,-0.174,0.441,-0.063,0.534,-0.047,0.657,-0.142,0.823,-0.425,-1.557,0.047,-0.157,1.449,-1.704,1.449,-1.704,0.187,-1.073,0.187,-3.006,0.187,-3.006,0.173,-2.315,0.173,-2.315,0,0
INFRATEL,20190314,20190313,20190312,-31940,-31940,-31215,-31215,0.187,-1.073,0.173,-1.032,-0.095,-0.796,0,-1.077,0.096,-0.337,0.144,-0.128,0.08,-0.176,0.207,0.016,0.191,-0.064,0.54,-0.256,0.144,-0.417,0.479,-0.048,0.651,-0.418,-1.629,-31215,-31215,-2.315,97.363,0.452,-0.804,-2.315,-1.012,0.078,-3.414,0.51,-0.338,0.634,-0.112,0.866,-0.079,1.937,-0.78,0.727,0.095,0.66,-0.111,1.029,-0.063,0.827,-0.237,0.172,-0.362,0.156,-0.251,0.078,-0.853,0.173,-1.002,-1.378,-1.28,-1.28,-31215,-31215,-31215,-31215,0,0,0,0,0,0,0,0,0,0,0,1
INFY,20190313,20190312,20190311,0.127,-0.261,0.563,0.177,0.685,0,0.028,-0.485,0.203,-0.155,0.028,-0.466,0.071,-0.148,0.331,-0.127,0,-0.29,0.19,-0.049,0.028,-0.056,0.106,-0.319,0.134,-0.128,0.24,-0.142,0.035,-0.241,-1.068,0.563,0.177,-0.439,-0.486,0.217,-0.472,-0.439,-0.302,0.71,-0.14,0.3,0.014,-0.014,-0.414,-0.098,-0.606,0.126,-0.204,0.049,-0.098,0.021,-0.282,0.218,-0.021,0.049,-0.183,0.211,-0.049,0.581,0.042,-0.035,-0.331,0.105,-0.381,0.58,0.169,0.141,1.621,-0.092,1.621,-0.092,0.105,-0.282,1.169,-0.552,1.169,-0.552,1.232,-0.488,1.232,-0.488,1,0
