Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
ACC,20190314,20190313,20190312,-0.255,-1.329,0.908,-0.153,0.26,-0.553,0.496,-0.368,-0.154,-1.01,0.617,0.032,0.076,-0.636,0.152,-0.127,0.197,-0.201,0.111,-0.316,0.26,-0.118,0.63,-0.077,0.118,-0.191,0.416,-0.121,0.193,-0.338,-1.403,0.908,-0.153,-1.129,-0.352,-1.161,-1.986,-1.174,-1.259,0.303,-0.876,0.255,-0.2,0.558,0.019,0.329,-0.221,0.698,-0.137,0.738,-0.227,0.031,-0.292,0.137,-0.14,0.003,-0.34,0.072,-0.69,0.252,-0.103,0.24,-0.345,0.094,-0.554,0.578,0.163,0.022,0.908,-2.281,0.908,-2.371,0.555,-0.51,0.555,-2.646,0.555,-2.736,0.044,-2.47,0.044,-2.56,0,1
ACC,20190315,20190314,20190313,-157600,-157600,-153830,-153830,0.555,-0.51,0.044,-1.153,-0.022,-1.014,0.664,-0.162,0.019,-0.455,0.032,-0.482,0.087,-0.419,0.23,-0.075,0.152,-0.4,0.436,0.081,0.129,-0.049,-0.032,-0.879,0.292,-0.111,-2.274,-153830,-153830,-2.449,97.546,-0.255,-1.329,-2.449,-1.174,0.26,-0.553,0.496,-0.368,-0.154,-1.01,0.617,0.032,0.076,-0.636,0.152,-0.127,0.197,-0.201,0.111,-0.316,0.26,-0.118,0.63,-0.077,0.118,-0.191,0.416,-0.121,0.193,-0.338,1.384,-0.312,-0.356,-153830,-153830,-153830,-153830,0,0,0,0,0,0,0,0,0,0,0,1
ADANIENT,20190314,20190313,20190312,0.202,-0.61,0.908,0.102,0.034,-2.063,1.596,-0.034,-0.169,-1.469,0.974,-0.443,0.101,-0.475,0.135,-0.408,0.237,-0.409,0.407,-0.445,0.441,-0.205,0.442,0,0.068,-0.273,1.18,0,0.708,-0.443,-0.441,0.908,0.102,-0.678,-0.303,5.389,3.404,-0.713,5.357,0.461,-0.286,0.775,-0.178,0.841,-0.212,0.628,-0.246,1.649,-0.105,1.132,-0.558,0.45,-0.139,0.449,-0.139,1.697,-0.104,2.067,-0.068,0.805,0.034,1.327,-0.168,0.167,-1.356,-5.323,0,-0.474,1.24,-2.611,1.24,-2.611,0.605,-0.203,0.938,-2.925,0.938,-2.925,0.972,-2.89,0.972,-2.89,0,1
ADANIENT,20190315,20190314,20190313,-14680,-14680,-14455,-14455,0.605,-0.203,0.972,-0.853,-0.068,-1.976,1.16,0.103,0.206,-0.379,0.103,-0.729,0.138,-0.905,0.585,0,0.207,-0.486,0.379,-0.312,0.309,-0.104,0.65,-0.519,0.205,-0.9,-1.512,-14455,-14455,-1.546,97.192,0.202,-0.61,-1.546,-0.713,0.034,-2.063,1.596,-0.034,-0.169,-1.469,0.974,-0.443,0.101,-0.475,0.135,-0.408,0.237,-0.409,0.407,-0.445,0.441,-0.205,0.442,0,0.068,-0.273,1.18,0,0.708,-0.443,0.439,-0.271,-0.305,-14455,-14455,-14455,-14455,0,0,0,0,0,0,0,0,0,0,0,1
ADANIPORTS,20190314,20190313,20190312,1.74,0.386,0.19,-1.185,0.303,-1.02,1.204,-0.264,-0.11,-0.87,0.437,-0.247,0.272,-0.205,0.014,-0.494,0.192,-0.399,0.041,-0.482,0.342,-0.082,0.395,-0.247,0.014,-0.481,0.41,-0.124,1.029,-0.096,1.648,0.19,-1.185,1.552,-0.581,3.02,1.733,1.552,2.617,2.116,0,0.238,-1.091,0.393,-0.183,0.336,-0.409,1.906,0.028,0.945,-0.041,0.151,-0.638,0.249,-0.403,0.318,-0.362,0.262,-0.25,0.29,-0.014,0.124,-0.249,0.262,-0.681,-1.22,-0.111,-0.111,0.19,-1.929,0.555,-1.929,0,-1.378,0,-2.124,0.366,-2.124,0.341,-1.333,1.138,-1.333,0,0
ADANIPORTS,20190315,20190314,20190313,-36685,-36685,-36500,-36500,0,-1.378,0.341,-0.593,0.11,-0.875,0.618,-0.069,0.179,-0.248,0.371,-0.124,0.082,-0.359,0.179,-0.096,0.055,-0.29,0.873,0.055,0.177,-0.398,0.88,-0.343,0.272,-0.247,0.273,-36500,-36500,-0.314,99.225,1.74,0.386,-0.505,1.552,0.303,-1.02,1.204,-0.264,-0.11,-0.87,0.437,-0.247,0.272,-0.205,0.014,-0.494,0.192,-0.399,0.041,-0.482,0.342,-0.082,0.395,-0.247,0.014,-0.481,0.41,-0.124,1.029,-0.096,-1.675,-0.191,-0.574,-36500,-36500,-36500,-36500,0,0,0,0,0,0,0,0,0,0,0,1
AMBUJACEM,20190314,20190313,20190312,-0.3,-2.613,1.352,-0.922,0.214,-0.603,0.615,-0.214,-0.171,-1.101,0.621,-0.065,0.043,-0.692,0.065,-0.26,0.086,-0.173,0.13,-0.26,-0.022,-0.478,0.346,-0.022,0.065,-0.304,0.043,-0.261,0,-0.875,-1.893,1.352,-0.922,-1.675,-0.086,0.107,-0.71,-1.675,-0.322,0.637,-0.279,0.256,-0.473,0.489,0.064,0.276,-0.278,0.466,-0.128,0.738,-0.149,0.085,-0.341,0.106,-0.321,0.064,-0.364,0.192,-0.321,0.043,-0.235,0.277,-0.257,0.107,-0.624,0.299,-0.214,-0.214,1.352,-2.75,1.352,-2.75,1.266,-1.01,1.266,-2.839,1.266,-2.839,0.066,-2.079,0.066,-2.079,0,1
AMBUJACEM,20190315,20190314,20190313,-22900,-22900,-22315,-22315,1.266,-1.01,0.066,-0.75,-0.066,-1.024,0.617,-0.133,0.242,-0.265,-0.11,-0.823,0.111,-0.29,0.421,-0.111,0.133,-0.559,0.244,-0.134,0.487,-0.067,0.044,-0.669,0.156,-0.38,-1.851,-22315,-22315,-2.61,97.022,-0.3,-2.613,-2.61,-1.675,0.214,-0.603,0.615,-0.214,-0.171,-1.101,0.621,-0.065,0.043,-0.692,0.065,-0.26,0.086,-0.173,0.13,-0.26,-0.022,-0.478,0.346,-0.022,0.065,-0.304,0.043,-0.261,0,-0.875,1.858,-0.087,-0.087,-22315,-22315,-22315,-22315,0,0,0,0,0,0,0,0,0,0,0,1
ARVIND,20190314,20190313,20190312,-0.43,-2.132,0.86,-0.82,0.373,-2.637,1.079,0,-0.054,-1.213,1.505,-0.494,0.701,-0.601,0.326,-0.219,-0.055,-1.493,0.602,-0.276,0.329,-0.11,0.109,-0.44,0.219,-0.607,1.407,-0.11,1.022,-0.492,0.542,0.86,-0.82,-1.137,-0.107,5.813,2.967,-1.302,5.41,0.731,-0.627,-0.227,-0.974,-0.115,-1.628,0.345,-0.173,0.687,-0.289,0.286,-0.634,0.23,-0.289,0.173,-0.231,0.172,-0.173,0.172,-0.231,5.742,-0.058,3.287,-0.941,1.066,-0.108,-5.899,-0.054,-0.054,4.456,-0.986,4.456,-0.986,0.753,-0.929,4.352,-1.095,4.352,-1.095,4.663,-0.767,4.663,-0.767,1,0
ARVIND,20190315,20190314,20190313,-9130,-9130,-9365,-9365,0.753,-0.929,1.075,-0.546,0.216,-1.369,1.809,0.378,3.42,-0.485,0.052,-2.883,0.212,-0.694,0.791,0,0.474,-0.425,0.733,-0.158,0.832,-0.421,0,-0.789,0.052,-1.275,2.8,-9365,-9365,2.534,101.463,-0.43,-2.132,2.483,-1.302,0.373,-2.637,1.079,0,-0.054,-1.213,1.505,-0.494,0.701,-0.601,0.326,-0.219,-0.055,-1.493,0.602,-0.276,0.329,-0.11,0.109,-0.44,0.219,-0.607,1.407,-0.11,1.022,-0.492,-0.545,0.054,-0.108,-9365,-9365,-9365,-9365,0,0,0,0,0,0,0,0,0,0,0,1
ASHOKLEY,20190314,20190313,20190312,1.168,0.587,0.425,-0.16,0.428,-1.196,0.268,-0.486,0,-0.707,0.644,-0.216,0.43,-0.108,0.322,-0.054,0.269,-0.162,0.269,-0.27,0.108,-0.216,0.643,-0.054,0.587,-0.215,0.427,-0.215,1.006,-0.161,0.853,0.425,-0.16,1.168,-0.43,-0.749,-2.391,0.746,-1.345,0.998,0,0.733,-0.264,0.105,-0.105,0.105,-0.635,0.315,-0.851,0.318,-0.642,0.053,-0.859,0.16,-0.647,0.321,-0.107,0.161,-0.161,0.85,0,0.16,-0.321,0,-1.134,1.951,-0.161,-0.215,0.741,-1.023,0.741,-1.023,0,-0.587,0.317,-1.454,0.317,-1.454,0.635,-1.131,0.635,-1.131,1,0
ASHOKLEY,20190315,20190314,20190313,-9320,-9320,-9295,-9295,0,-0.587,0.635,-0.428,0.053,-1.292,0.481,-0.107,0.107,-0.107,0,-0.268,0,-0.539,0.321,0,0.161,-0.269,0.267,-0.054,0.585,-0.054,0.053,-0.428,0.478,0.053,0.053,-9295,-9295,-0.266,98.62,1.168,0.587,-0.266,0.746,0.428,-1.196,0.268,-0.486,0,-0.707,0.644,-0.216,0.43,-0.108,0.322,-0.054,0.269,-0.162,0.269,-0.27,0.108,-0.216,0.643,-0.054,0.587,-0.215,0.427,-0.215,1.006,-0.161,-0.86,0,-0.426,-9295,-9295,-9295,-9295,0,0,0,0,0,0,0,0,0,0,0,1
ASIANPAINT,20190314,20190313,20190312,-0.321,-0.86,0.304,-0.232,0.003,-1.144,0.489,-0.207,0.164,-0.091,0.017,-0.196,0.052,-0.246,0.011,-0.221,0,-0.112,0.077,-0.098,0.088,-0.37,0.232,-0.131,0.126,-0.127,0.622,-0.028,0.304,-0.042,0.186,0.304,-0.232,-0.627,-0.303,1.12,-0.014,-0.627,0.483,0.858,0,0.959,-0.021,0.287,-0.024,0.01,-0.417,-0.01,-0.223,-0.017,-0.563,0.003,-0.133,0.003,-0.137,0.024,-0.112,0.073,-0.256,0.014,-0.07,0.021,-0.084,0,-0.351,0.136,-0.641,-0.641,1.289,-0.585,1.289,-0.585,0,-0.537,0.988,-0.891,0.988,-0.891,1.493,-0.377,1.493,-0.377,1,0
ASIANPAINT,20190315,20190314,20190313,-143165,-143165,-143375,-143375,0,-0.537,0.255,-0.377,1.243,-0.063,0.57,-0.097,0.003,-0.385,0.024,-0.25,0.003,-0.383,0.09,-0.255,0.181,-0.213,0.094,-0.329,0.417,-0.042,0.15,-0.325,0.618,-0.035,0.655,-143375,-143375,0.146,100.077,-0.321,-0.86,0.146,-0.627,0.003,-1.144,0.489,-0.207,0.164,-0.091,0.017,-0.196,0.052,-0.246,0.011,-0.221,0,-0.112,0.077,-0.098,0.088,-0.37,0.232,-0.131,0.126,-0.127,0.622,-0.028,0.304,-0.042,-0.186,-0.305,-0.305,-143375,-143375,-143375,-143375,0,0,0,0,0,0,0,0,0,0,0,1
AUROPHARMA,20190314,20190313,20190312,0.257,-1.505,1.447,-0.295,0.315,-2.702,1.035,-0.058,0.334,-0.766,0.373,-0.207,0.168,-0.912,-0.033,-0.582,0.085,-0.242,0.241,-0.013,0.666,-0.143,0.129,-0.26,0.259,-0.052,0.039,-1.115,0.292,-0.524,-1.116,1.447,-0.295,-1.108,-0.148,2.616,-0.331,-1.207,2.024,0.059,-1.528,0.107,-0.882,2.601,-0.114,2.157,0.242,1.094,0.006,0,-0.97,0.071,-0.453,0.385,-0.116,0.039,-0.589,0.019,-0.479,0.11,-0.467,0.38,-0.084,0.045,-0.708,-3.183,0,-0.291,2.233,-0.295,2.513,-0.295,1.299,-0.445,2.086,-0.445,2.366,-0.445,1.053,-0.963,1.336,-0.963,1,0
AUROPHARMA,20190315,20190314,20190313,-76640,-76640,-77765,-77765,1.299,-0.445,0.052,-0.492,0.251,-0.775,0.761,0.071,0.914,-0.103,0.676,-0.219,0.064,-0.424,0.25,-0.051,-0.019,-0.742,0.051,-0.193,0.719,-0.115,0.013,-0.692,0.281,-0.567,0.405,-77765,-77765,1.47,101.336,0.257,-1.505,1.445,-1.207,0.315,-2.702,1.035,-0.058,0.334,-0.766,0.373,-0.207,0.168,-0.912,-0.033,-0.582,0.085,-0.242,0.241,-0.013,0.666,-0.143,0.129,-0.26,0.259,-0.052,0.039,-1.115,0.292,-0.524,1.104,-0.052,-0.15,-77765,-77765,-77765,-77765,0,0,0,0,0,0,0,0,0,0,0,1
AXISBANK,20190314,20190313,20190312,0.308,-0.554,1.059,0.203,0.114,-0.691,1.378,0.081,-0.053,-0.998,0.262,-0.175,0.235,-0.162,0.034,-0.223,0.027,-0.379,0.169,-0.081,0.229,-0.088,0.437,0,0.027,-0.27,0.182,-0.108,0.108,-0.692,-0.359,1.059,0.203,-0.725,-0.303,0.793,-0.007,-0.759,0.539,0.458,0,0.276,-0.21,0.802,0.04,0.374,0.007,0.027,-0.336,0.221,-0.255,0.02,-0.242,0.027,-0.236,-0.04,-0.256,0.007,-0.223,0.195,-0.088,0.047,-0.047,0.007,-0.196,-0.162,-0.135,-0.141,1.561,0.203,1.561,-0.081,0.757,-0.101,1.261,-0.101,1.261,-0.386,0.66,-0.574,0.66,-0.997,0,0
AXISBANK,20190315,20190314,20190313,-73925,-73925,-73960,-73960,0.757,-0.101,0.66,-0.121,0.033,-0.518,0.147,-0.31,0.261,-0.404,0.034,-0.276,0.054,-0.284,0.282,-0.013,-0.007,-0.277,0.276,-0.061,0.141,-0.27,0.114,-0.631,0.31,0,-0.56,-73960,-73960,0.142,99.912,0.308,-0.554,0.047,-0.759,0.114,-0.691,1.378,0.081,-0.053,-0.998,0.262,-0.175,0.235,-0.162,0.034,-0.223,0.027,-0.379,0.169,-0.081,0.229,-0.088,0.437,0,0.027,-0.27,0.182,-0.108,0.108,-0.692,0.358,-0.271,-0.305,-73960,-73960,-73960,-73960,0,0,0,0,0,0,0,0,0,0,0,1
BAJAJ-AUTO,20190314,20190313,20190312,0.594,-0.735,0.329,-1.003,0.535,-0.147,0.282,-0.125,0.365,-0.231,0.402,-0.161,0.594,-0.01,0.242,-0.303,0.178,-0.066,0.076,-0.02,0.097,-0.002,0.499,-0.023,0.073,-0.746,0.526,-0.206,0.107,-1.074,-0.033,0.329,-1.003,0.266,-0.067,0.237,-0.447,0.266,-0.497,0.324,-0.3,0.153,-0.635,0.162,-0.463,0.317,-0.173,0.018,-0.197,0.133,-0.033,0.047,-0.1,0.359,-0.005,0.007,-0.384,0.102,-0.165,0.233,-0.033,0.118,-0.199,0.06,-0.274,0.445,-0.197,-0.197,0.433,-1.347,0.496,-1.347,0.263,-1.07,0.367,-1.414,0.43,-1.414,1.231,-0.535,1.293,-0.535,0,1
BAJAJ-AUTO,20190315,20190314,20190313,-301100,-301100,-301585,-301585,0.263,-1.07,0.059,-0.535,0.03,-0.306,1.027,0,0.496,-0.002,0.318,-0.214,0.265,-0.017,0.133,-0.066,0.132,-0.5,0.306,-0.015,0.166,-0.199,0.264,-0.233,0.26,-0.258,1.026,-301585,-301585,0.161,100.128,0.594,-0.735,0.161,0.266,0.535,-0.147,0.282,-0.125,0.365,-0.231,0.402,-0.161,0.594,-0.01,0.242,-0.303,0.178,-0.066,0.076,-0.02,0.097,-0.002,0.499,-0.023,0.073,-0.746,0.526,-0.206,0.107,-1.074,0.033,-0.066,-0.066,-301585,-301585,-301585,-301585,0,0,0,0,0,0,0,0,0,0,0,1
BAJFINANCE,20190314,20190313,20190312,2.575,1.533,0.242,-0.825,0.172,-0.478,1.178,0.071,0.072,-0.379,0.668,-0.013,0.002,-0.327,0.208,0.011,0.302,-0.271,0.482,-0.047,0.011,-0.577,0.218,-0.068,0.289,-0.036,0.962,-0.141,0.573,-0.215,2.721,0.242,-0.825,2.472,0.145,-1.56,-2.221,2.339,-2.065,0.24,-0.354,0.132,-0.388,0.057,-0.196,0.219,-0.094,-0.005,-0.677,0.162,-0.186,0.15,-0.672,0.036,-0.492,0.146,-0.193,0.23,-0.253,0.069,-0.108,0.135,-0.537,0.002,-0.528,1.983,-0.325,-0.327,0.242,-1.473,0.242,-1.473,0.383,-0.683,0.383,-1.329,0.383,-1.329,0.019,-1.412,0.019,-1.412,0,0
BAJFINANCE,20190315,20190314,20190313,-282315,-282315,-280710,-280710,0.383,-0.683,0.019,-0.936,0.363,-0.553,0.988,-0.009,0.354,-0.041,0.05,-0.463,0.117,-0.342,0.089,-0.089,0.407,-0.191,0.269,-0.262,0.393,-0.068,0.028,-0.506,0.163,-0.175,-0.653,-280710,-280710,-0.329,99.396,2.575,1.533,-0.572,2.339,0.172,-0.478,1.178,0.071,0.072,-0.379,0.668,-0.013,0.002,-0.327,0.208,0.011,0.302,-0.271,0.482,-0.047,0.011,-0.577,0.218,-0.068,0.289,-0.036,0.962,-0.141,0.573,-0.215,-2.797,0.277,0.141,-280710,-280710,-280710,-280710,0,0,0,0,0,0,0,0,0,0,0,1
BANKBARODA,20190314,20190313,20190312,1.199,0.259,1.028,0.086,0,-0.875,0.821,-0.044,-0.087,-1.233,0.611,-0.308,0.306,-0.307,0.175,-0.176,-0.044,-0.352,0.219,-0.264,0.568,-0.044,2.39,-0.044,1.062,-0.431,-0.172,-0.867,0.602,-0.347,0.736,1.028,0.086,0.173,-0.477,-1.387,-2.274,0.173,-1.387,0.722,-0.3,0,-0.603,0.299,-0.56,0.599,-0.172,-0.043,-0.689,0,-1.485,0.347,-0.349,0.476,-0.043,0.602,-0.13,0.602,-0.13,-0.043,-0.65,0.259,-0.043,0.043,-0.871,1.241,0,-0.261,1.324,-1.005,1.993,-1.005,0.642,-0.303,0.939,-1.399,1.612,-1.399,0.598,-1.748,1.272,-1.748,1,0
BANKBARODA,20190315,20190314,20190313,-11500,-11500,-11555,-11555,0.642,-0.303,-0.129,-1.086,0.043,-0.83,1.075,-0.043,0.215,-0.476,-0.043,-0.608,0.216,-0.348,0.603,-0.13,0.388,-0.478,1.067,0.043,1.442,-0.345,0,-1.247,0.47,-0.129,0.129,-11555,-11555,0.472,99.612,1.199,0.259,0.472,0.173,0,-0.875,0.821,-0.044,-0.087,-1.233,0.611,-0.308,0.306,-0.307,0.175,-0.176,-0.044,-0.352,0.219,-0.264,0.568,-0.044,2.39,-0.044,1.062,-0.431,-0.172,-0.867,0.602,-0.347,-0.741,-0.389,-0.476,-11555,-11555,-11555,-11555,0,0,0,0,0,0,0,0,0,0,0,1
BANKINDIA,20190314,20190313,20190312,0.646,-0.326,0.862,-0.109,0.27,-1.096,0.971,-0.055,-0.054,-1.547,0.926,-0.055,0.273,-0.11,0.327,-0.606,-0.219,-0.716,0.328,-0.055,0.653,-0.055,1.554,-0.328,0.642,-0.705,0.27,-0.763,0.756,-0.327,0.326,0.862,-0.109,-0.217,-0.759,-1.351,-2.74,-0.217,-1.406,0.794,-0.375,0.107,-0.59,0.053,-0.754,0.268,-0.27,-0.054,-0.976,0.323,-0.762,0.217,-0.547,0.486,-0.218,1.017,-0.108,0.376,-0.815,0.054,-0.432,0.323,-0.108,0,-1.144,1.334,0.216,-0.272,1.34,-1.321,1.34,-1.321,0.431,-0.544,0.911,-1.761,0.911,-1.761,0.857,-1.816,0.857,-1.816,0,0
BANKINDIA,20190315,20190314,20190313,-9145,-9145,-9135,-9135,0.431,-0.544,0.054,-1.259,0,-0.991,0.869,-0.055,0.163,-0.218,0.271,-0.492,0.054,-0.383,0.811,-0.109,0.808,-0.436,0.857,0,0.43,-0.433,0,-0.977,0.216,-0.217,-0.162,-9135,-9135,-0.054,98.81,0.646,-0.326,-0.108,-0.217,0.27,-1.096,0.971,-0.055,-0.054,-1.547,0.926,-0.055,0.273,-0.11,0.327,-0.606,-0.219,-0.716,0.328,-0.055,0.653,-0.055,1.554,-0.328,0.642,-0.705,0.27,-0.763,0.756,-0.327,-0.327,-0.435,-0.763,-9135,-9135,-9135,-9135,0,0,0,0,0,0,0,0,0,0,0,1
BHARATFORG,20190314,20190313,20190312,2.043,0.786,0.647,-0.627,0,-1.126,0.236,-0.266,0.047,-0.429,1.884,-0.171,1.499,-0.028,0.129,-0.474,0.407,-0.391,0.442,-0.251,0.395,-0.065,0.413,-0.101,0.119,-0.872,0.396,-0.343,0.231,-0.898,1.879,0.647,-0.627,1.405,0.179,-1.227,-2.366,1.405,-1.198,0.13,-1.475,0.619,-0.189,0.393,-0.217,0.754,-0.452,0.216,-0.16,0.291,-0.132,0.113,-0.711,0.48,-0.256,0.226,-0.218,-0.019,-0.302,0.702,-0.047,0.037,-0.528,0.225,-0.882,-0.113,0.028,0.028,0.647,-1.799,0.647,-1.799,1.1,-0.168,1.1,-1.335,1.1,-1.335,0.093,-2.083,0.093,-2.083,0,0
BHARATFORG,20190315,20190314,20190313,-53405,-53405,-52935,-52935,1.1,-0.168,0.093,-1.478,-0.037,-0.983,0.87,-0.294,0.309,-0.207,0.056,-0.396,0.235,-0.378,0.394,0.066,0.197,-0.321,0.103,-0.179,0.207,-0.198,0.028,-0.302,0.15,-0.663,-1.631,-52935,-52935,-0.886,98.935,2.043,0.786,-0.886,1.405,0,-1.126,0.236,-0.266,0.047,-0.429,1.884,-0.171,1.499,-0.028,0.129,-0.474,0.407,-0.391,0.442,-0.251,0.395,-0.065,0.413,-0.101,0.119,-0.872,0.396,-0.343,0.231,-0.898,-1.915,0.456,0.177,-52935,-52935,-52935,-52935,0,0,0,0,0,0,0,0,0,0,0,1
BHARTIARTL,20190314,20190313,20190312,-2.845,-4.274,0.427,-0.957,2.16,-0.548,0.1,-1.461,0.058,-1.212,0.793,-0.087,0.26,-0.218,0.043,-0.232,0.13,-0.276,0.087,-1.174,0.885,-0.205,0.262,-0.469,0.263,-1.005,0.571,-0.622,0.324,-0.416,-3.819,0.427,-0.957,-3.286,-0.272,6.661,4.078,-3.286,5.401,1.916,-1.048,0.613,-0.483,1.479,0.06,2.776,-0.059,2.274,-0.421,0.475,-0.392,0.86,-0.101,1.052,-0.014,0.371,-0.373,-0.014,-0.749,0.472,-0.797,0.866,-0.057,0.862,-0.128,-5.773,0.839,0.471,1.688,-0.957,1.688,-0.957,0.442,-0.942,1.703,-0.942,1.703,-0.942,1.499,-0.565,1.499,-0.565,0,1
BHARTIARTL,20190315,20190314,20190313,-33670,-33670,-34140,-34140,0.442,-0.942,0.893,-0.565,0.426,-0.504,0.572,-0.162,0.773,-0.383,0.511,-0.044,0.509,-0.059,0.204,-0.176,0.088,-0.382,0.117,-0.264,0.656,-0.044,-0.058,-0.75,1.431,-0.132,1.168,-34140,-34140,2.385,101.096,-2.845,-4.274,1.373,-3.286,2.16,-0.548,0.1,-1.461,0.058,-1.212,0.793,-0.087,0.26,-0.218,0.043,-0.232,0.13,-0.276,0.087,-1.174,0.885,-0.205,0.262,-0.469,0.263,-1.005,0.571,-0.622,0.324,-0.416,3.679,0.015,-0.282,-34140,-34140,-34140,-34140,0,0,0,0,0,0,0,0,0,0,0,1
